,sku,product_name,price
990, 400 0080 10,LuK Dual-Mass Flywheel Diagnostic Tool Kit,$629.00
991, B9696,Baum Coolant Vacuum Fill Lift Tool ,$159.00
992, CR-TOOL-EPL,CR Tools Engine Pre-Lube Kit (EPL),$459.00
993, IMS-TOOL-BUNDLE,IMS Bearing Installation Tools Bundle,$472.50
994, NW-996-RED,Notta Wrench Air Oil Separator AOS Line Release Tool 996/986 Models,$30.00
995, NW-997-TAN,Notta Wrench Air Oil Separator AOS Line Release Tool 997/987 Models,$30.00
996, P201-996,P201 Dual Pattern Engine Stand Yoke For Watercooled Porsche Boxster Cayman 911 Models 1997-2020 M96/M97 MA1/MA2 9A1/9A2,$899.00
997, PRF-812DW,Total Seal Precision Power Ring Filers PRF-812DW,$691.50
998, RS-9699,R&S 9699+9699/2 RMS Crankshaft Rear Main Seal Tool 97-08 M96 M97,$555.00
999, SDX-1000-7,[for US only] SPEEDiagnostix Vacuum Sampling Pump for Used Oil Analysis,$49.99
1000, 102-10,"JPS Aircooled Porsche 356 912 CNC Billet 90/91mm ""Sport Plus"" Complete Cylinder Heads","$5,859.00"
1001, 102-10.4,"JPS Aircooled Porsche 356 912 CNC Billet 93/94mm ""Sport Plus"" Complete Cylinder Heads inc 8mm Head Studs","$6,884.00"
1002, 102-11,JPS Aircooled Billet Aluminum Porsche 356 912 Oil Sump Plate Extension,$369.00
1003, 102-12,JPS Aircooled Race Ready Porsche 356 912 Pushrod Set - Stock Length,$409.00
1004, 102-14,JPS Aircooled Lightweight Porsche 356 912 3.3 kg Chromoly Flywheel,$750.00
1005, 102-16,JPS Aircooled Porsche 356 912 Rocker Shaft Kit,$919.00
1006, 102-17,JPS Aircooled Porsche 356 912 Billet Aluminum 48 IDA Intake Manifolds,$849.00
1007, 102-17.1,JPS Aircooled Porsche 356 912 Billet Aluminum 44 IDF / 40 Solex Intake Manifolds,$849.00
1008, 102-20,Porsche 356/912 Twin Plug Programmable Distributor for 6 and 12 Volt Models,"$1,495.00"
1009, 65-901,Pauter Machine Intermediate Gears for a Porsche 911,$560.00
1010, 65-901145SF-12,"Pauter Machine Billet 911 Rocker Set, std ratio, DLC coated (swivel feet adj not inc)","$2,460.00"
1011, 65-901145SF-S,"Pauter Machine Single Billet 911 Rocker, std ratio, DLC coated, (swivel feet adj not inc)",$205.00
1012, 65-993145SF-12,"Pauter Machine Billet 911 (993) Rocker Set, std ratio, no oil holes, DLC coated (swivel feet adj not inc)","$2,460.00"
1013, AVPGT3A,Auto Verdi Pro Series 3-Stage Billet GT3 Oil Pump (30mm) For Porsche Aircooled Mezger Engines,"$2,999.00"
1014, AVPGT3B,Auto Verdi Pro Series 3-Stage Billet GT3 Oil Pump (32mm or 34mm) For Porsche Aircooled & Watercooled Mezger Engines,"$2,999.00"
1015, AVPGT3C,"Auto Verdi Pro Series 4-Stage Billet GT3 Oil Pump (30, 32mm, or 34mm) For Porsche Aircooled & Watercooled Mezger Engines","$3,329.00"
1016, AP3-POR-001,Cobb Tuning Accessport for Porsche 997.1 Turbo / GT2,"$1,850.00"
1017, AP3-POR-002,Cobb Tuning Accessport for Porsche 997.2 Turbo,"$1,950.00"
1018, AP3-POR-003,Cobb Tuning Accessport for Porsche 997.2 GT3 / GT3 RS,$995.00
1019, AP3-POR-004,Cobb Tuning Accessport for Porsche 996 Turbo,$895.00
1020, AP3-POR-005,Cobb Tuning Accessport for Porsche 997.1 GT3 / GT3 RS,$895.00
1021, AP3-POR-006,Cobb Tuning Accessport for Porsche 991.1 Turbo,"$2,295.00"
1022, AP3-POR-007,"Cobb Tuning Accessport for Porsche 981 Cayman, Boxster / 991 Carrera","$1,295.00"
1023, AP3-POR-008,Cobb Tuning Accessport for Porsche 987.2 Cayman / Boxster,$895.00
1024, AP3-POR-009,Cobb Tuning Accessport for Porsche Macan Base / S / GTS / Turbo,"$1,295.00"
1025, AP3-POR-010,Cobb Tuning Accessport for Porsche 718 Cayman / Boxster,"$1,495.00"
1026, AP3-POR-011,Cobb Tuning Accessport for Porsche 911 991.2 Carrera / S / GTS,"$1,695.00"
1027, AP3-POR-012,Cobb Tuning Accessport for Porsche 911 991.2 Turbo / Turbo S,"$2,495.00"
1028, AP3-POR-002-PDK,Cobb Tuning Accessport with PDK Flashing for Porsche 997.2 Turbo,"$2,650.00"
1029, AP3-POR-006-PDK,Cobb Tuning Accessport with PDK Flashing for Porsche 991.1 Turbo,"$2,995.00"
1030, AP3-POR-007-PDK,"Cobb Tuning Accessport with PDK Flashing for Porsche 981 Cayman, Boxster / 991.1 Carrera","$1,995.00"
1031, AP3-POR-008-PDK,"Cobb Tuning Accessport with PDK Flashing for Porsche 987.2 Cayman, Boxster / 997.2 Carrera","$1,595.00"
1032, RPS,"Rebuildable Piston Squirter for aircooled Porsche engines - 911, 930, 964, 963 and Performance Builds",$55.00
1033, 901.103.141.00,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 2.0/2.2,$378.00
1034, 901.103.141.82,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 2.0/2.2 Undersized (+0.25mm),$273.00
1035, 914.103.141.00,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 2.4/2.7 and early 3.0,$396.00
1036, 914.103.141.50,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 2.4/2.7 and early 3.0 Undersized (+ 0.25mm),$273.00
1037, 930.103.147.15,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 3.2 3.3 3.6 (930 964),$380.00
1038, 930.103.147.81,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 3.2 3.3 3.6 (930 964) Undersized (+ 0.25mm),$380.00
1039, 930.103.148.82,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 3.0,$380.00
1040, 930.103.148.83,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 3.0 Undersized (+ 0.25mm),$380.00
1041, 993.103.147.15,Clevite 77HX Tri-Metal Coated Performance Rod Bearing Set for 3.6 993 996 Turbo,$515.00
1042, 99610113162C,Coated Main Bearings (STD) Porsche Boxster 2.5 M96,$25.71
1043, 99610120510C,Coated Main Bearings (STD) Porsche Boxster 2.7 3.2 911 3.4 to 2001 M96 M97,$16.90
1044, 99610120904C,Coated Main Bearings (STD) Porsche 911 3.6 3.8 Boxster Cayman 3.4 (2006-2008) M96 M97,$56.77
1045, 99610312162C,Coated Rod Bearings (STD) 1997-2008 Porsche M96 M97 2.5-3.8 Boxster Cayman 911,$17.91
1046, POR.981.RE,Soul Performance Porsche 981 Boxster / Cayman Race Exhaust System,"$1,995.00"
1047, POR.9871.COH,Soul Performance Porsche 987.1 Boxster / Cayman Competition Headers,"$1,595.00"
1048, POR.9871.RE,Soul Performance Porsche 987.1 Boxster / Cayman Race Exhaust System,"$1,995.00"
1049, POR.9872.RE,Soul Performance Porsche 987.2 Boxster / Cayman Race Exhaust System,"$1,995.00"
1050, POR.996.SCC,Soul Performance Porsche 996 Carrera Sport Catalytic Converters,"$1,995.00"
1051, POR.9971.SCC,Soul Performance Porsche 997.1 Carrera Sport Catalytic Converters,"$1,995.00"
1052, POR.GT4.RE,Soul Performance Porsche 981 GT4 / Boxster Spyder Race Exhaust System,"$1,995.00"
1053, NW-996-RED,Notta Wrench Air Oil Separator AOS Line Release Tool 996/986 Models,$30.00
1054, NW-997-TAN,Notta Wrench Air Oil Separator AOS Line Release Tool 997/987 Models,$30.00
