,name,sku,price
251,"Air Filter: Jetta, Golf 1.8L 8V 88-92, many other Gas & Diesel models", 10367,9.95
252,"Filter Kit: Jetta ECOdiesel 91-92 - Oil, Air, Fuel", 20032,42.95
253,"Valve Cover Grommet: Jetta, Golf, Fox & Many Others 85-05", 11775,1.95
254,Injector Line: 1.5D/1.6D/1.6TD 77-90.5 - #3, 13831,25.95
255,Injector Line: 1.5D/1.6D non-turbos 77-90.5 - #1, 13830,25.95
256,Electrical Connector: Many VWs 98-12, 23335,11.95
257,Injection Pump Gear: 1.5L & 1.6L Diesel 77-92, 38773,30.00
258,"Main Bearing Set: Gas & Diesel 4 Cyl engines 75-86 - +.010""/.25mm Oversized", 21361,59.95
259,"Connecting Rod Bearing Set: 1.8T, 2.0L, 1.8L 8V & 16V, 2.0L 16V 83-01 - +.010"" (.25mm)", 13362,29.95
260,LubroMoly MoS2 Anti-Friction for Gears, 13476,9.95
261,"Washer: 14mm X 18mm, Copper", 15934,0.95
262,"Mount: Jetta & Golf 93-99, Cabrio 95-02 - Engine, Passenger Side Rear, Manual Trans, 4 cyl", 14514,51.95
263,Valve: 1.9TD & 1.9D - Intake, 16915,9.95
264,"Washer: 12 x 15.5 mm - Rabbit, Jetta, Golf, New Beetle & Others 75-05 - Fuel Filter", 3600,0.95
265,"Injector Line: 1.5D/1.6D/1.6TD 77-90.5 - #4, Used", 39179,15.00
266,"Piston Ring Set: 1.5L, 1.6L & 1.6L Turbo Diesel 77-92 - +.040""/1mm Over", 15487,39.95
267,"Piston Ring: 1.5D/1.6D/1.6TD 77-92 - +.020""(.5mm), German Made", 20951,39.95
268,"Coolant Temperature Sensor: Jetta, Golf & Others 93-99.5", 18806,19.95
269,"Vacuum Reservoir: Jetta, Golf, New Beetle, Passat 99.5-05", 23356,46.95
270,"Valve Shim: 3.55mm, Gas & Diesel Engines 75-85", 10903,2.95
271,"Intake Manifold Gasket: Jetta, Golf, & New Beetle 04-06 - BEW Engine Only", 23233,15.95
272,Wrist Pin Bushing: 1.5L/1.6L/1.7L Gas & 1.5L Diesel, 1239,3.95
273,"Washer: 12mm X 8mm, Copper", 15931,0.95
274,Main Bearing Flange Gasket: Water Cooled 4-Cylinder VW's 75-99 - Front Main, 16681,1.95
275,"Valve Shim: 3.90mm, Gas & Diesel Engines 75-85", 10910,2.95
276,Oil Drain Converter: 1.6L Diesel Cylinder Heads, 16438,24.95
277,"Valve Shim: 3.40 mm, Gas & Diesel Engines 75-85", 10900,2.95
278,"Valve Shim: 3.60mm, Gas & Diesel Engines 75-85", 10904,2.95
279,"Valve Shim: 2.90mm, Gas & Diesel Engines 75-85", 10890,2.95
280,Oil Pump Bolt: For use on 79-83 Diesels Upgrading to the High Volume Oil Pump, 5642,1.95
281,Downpipe Gasket: Jetta TDI 05.5-12, 23285,6.95
282,"Valve Shim: 3.50mm, Gas & Diesel Engines 75-85", 10902,2.95
283,"Valve Shim: 3.95mm, Gas & Diesel Engines 75-85", 10911,2.95
284,"Coolant Temperature Sensor: Jetta, Golf, Passat & Other 01-12 - Grey", 22610,19.95
285,"Tool: Socket, 27mm Deep Socket", 23334,13.95
286,"Fuel Return Valve Plate: Jetta, Golf, New Beelte TDI 99.5-06", 23310,17.95
287,"Valve Shim: 3.80mm, Gas & Diesel Engines 75-85", 10908,2.95
288,"Valve Shim: 3.20mm, Gas & Diesel Engines 75-85", 10896,2.95
289,"Valve Shim: 3.70mm, Gas & Diesel Engines 75-85", 10906,2.95
290,"Valve Shim: 3.15mm, Gas & Diesel Engines 75-85", 10895,2.95
291,"Valve Shim: 3.65mm, Gas & Diesel Engines 75-85", 10905,2.95
292,"Injector Line: 1.5D/1.6D non-turbos 77-90.5 - #1, Used", 34705,15.00
